pin_id,cell_type,direction,is_clk,fanout,slack_min,slew_r,slew_f
_144_/Y,sky130_fd_sc_hd__nand2_1,output,0,95,2.863027,0.342137,0.175406
_145_/A,sky130_fd_sc_hd__nor2b_1,input,0,0,3.089940,0.401088,0.087154
_145_/B_N,sky130_fd_sc_hd__nor2b_1,input,0,0,3.298368,0.342137,0.175406
_145_/Y,sky130_fd_sc_hd__nor2b_1,output,0,4,3.089940,0.422624,0.096963
_146_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,3.592793,0.089772,0.071505
_146_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,3.089940,0.422624,0.096963
_146_/Y,sky130_fd_sc_hd__xnor2_1,output,0,2,3.089940,0.226787,0.050679
_147_/A,sky130_fd_sc_hd__nand2_1,input,0,0,2.719983,0.368478,0.194076
_147_/B,sky130_fd_sc_hd__nand2_1,input,0,0,3.029253,0.940350,0.186970
_147_/Y,sky130_fd_sc_hd__nand2_1,output,0,7,2.719983,0.188786,0.157085
_148_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.737612,1.012496,0.174575
_148_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.719983,0.188786,0.157085
_148_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.719983,0.441716,0.124560
_149_/A,sky130_fd_sc_hd__or2_1,input,0,0,3.794368,0.671713,0.122645
_149_/B,sky130_fd_sc_hd__or2_1,input,0,0,4.105371,0.805997,0.205654
_149_/X,sky130_fd_sc_hd__or2_1,output,0,17,3.794368,0.169955,0.156106
_150_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.234383,0.532351,0.108030
_150_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,4.019068,0.169955,0.156106
_150_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.887922,0.266874,0.151637
_150_/Y,sky130_fd_sc_hd__o21ai_0,output,0,7,2.887922,0.651326,0.169443
_151_/A,sky130_fd_sc_hd__nand2_1,input,0,0,2.585758,0.284655,0.159073
_151_/B,sky130_fd_sc_hd__nand2_1,input,0,0,2.740890,0.368478,0.194076
_151_/Y,sky130_fd_sc_hd__nand2_1,output,0,7,2.585758,0.188827,0.105064
_152_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.887922,0.651326,0.169443
_152_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.585758,0.188827,0.105064
_152_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.585758,0.441743,0.100828
_153_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.738123,0.375779,0.328312
_153_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.737788,0.379069,0.329682
_153_/Y,sky130_fd_sc_hd__xnor2_1,output,0,7,2.737788,0.610341,0.112123
_154_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.737788,0.610341,0.112123
_154_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,3.794368,0.089458,0.072143
_154_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.737788,0.442046,0.098134
