pin_id,cell_type,direction,is_clk,fanout,slack_min,slew_r,slew_f
dout[2]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
dout[3]$_SDFFE_PP0P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.231392,0.268884,0.075351
dout[3]$_SDFFE_PP0P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.457899,0.099991,0.050904
dout[3]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
dout[4]$_SDFFE_PP0P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.231392,0.268884,0.075351
dout[4]$_SDFFE_PP0P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.457899,0.099991,0.050904
dout[4]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
dout[5]$_SDFFE_PP0P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.231392,0.268884,0.075351
dout[5]$_SDFFE_PP0P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.457899,0.099991,0.050904
dout[5]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
dout[6]$_SDFFE_PP0P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.231392,0.268884,0.075351
dout[6]$_SDFFE_PP0P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.457899,0.099991,0.050904
dout[6]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
dout[7]$_SDFFE_PP0P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.231392,0.268884,0.075351
dout[7]$_SDFFE_PP0P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.457899,0.099991,0.050904
dout[7]$_SDFFE_PP0P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.457899,0.000000,0.000000
miso$_SDFFE_PP1P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.362925,0.889883,0.175614
miso$_SDFFE_PP1P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,7,1.538085,0.116413,0.055363
miso$_SDFFE_PP1P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.538085,0.000000,0.000000
miso_d$_DFFE_PP_/D,sky130_fd_sc_hd__edfxtp_1,input,0,0,1.689099,0.098940,0.156424
miso_d$_DFFE_PP_/DE,sky130_fd_sc_hd__edfxtp_1,input,0,0,2.635499,0.885372,0.429025
miso_d$_DFFE_PP_/Q,sky130_fd_sc_hd__edfxtp_1,output,0,6,1.499566,0.112465,0.192674
miso_d$_DFFE_PP_/CLK,sky130_fd_sc_hd__edfxtp_1,input,1,0,1.499566,0.000000,0.000000
mosi_q$_DFF_P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.074156,0.000000,0.000000
mosi_q$_DFF_P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,9,1.463323,0.167086,0.069147
mosi_q$_DFF_P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.463323,0.000000,0.000000
sck_old_d$_DFF_P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.074156,0.000000,0.000000
sck_old_d$_DFF_P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,114,1.202551,0.273280,0.096484
sck_old_d$_DFF_P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.202551,0.000000,0.000000
sck_old_q$_DFF_P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.202551,0.273280,0.096484
sck_old_q$_DFF_P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,113,2.364127,0.198680,0.076840
sck_old_q$_DFF_P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,2.364127,0.000000,0.000000
ss_q$_DFF_P_/D,sky130_fd_sc_hd__dfxtp_1,input,0,0,1.074156,0.000000,0.000000
ss_q$_DFF_P_/Q,sky130_fd_sc_hd__dfxtp_1,output,0,123,1.952660,0.616005,0.181179
ss_q$_DFF_P_/CLK,sky130_fd_sc_hd__dfxtp_1,input,1,0,1.952660,0.000000,0.000000
place3/A,sky130_fd_sc_hd__buf_4,input,0,0,2.523481,0.288370,0.078617
place3/X,sky130_fd_sc_hd__buf_4,output,0,59,2.523481,0.318837,0.122445
